,molecule_chembl_id,bioactivity_class,canonical_smiles,MW,LogP,NumHDonors,NumHAcceptors,pIC50
0,CHEMBL112539,inactive,NNC(=O)NCCCCCC(=O)Nc1ccccc1,264.329,1.3583999999999992,4.0,3.0,3.8239087409443187
1,CHEMBL136792,inactive,NNC(=O)NCCCCC(=O)Nc1ccccc1,250.30200000000002,0.9682999999999995,4.0,3.0,3.0
2,CHEMBL137003,inactive,O=C(CCCCCCNC(=O)C(F)(F)F)Nc1ccccc1,316.323,3.254100000000001,2.0,2.0,4.0
3,CHEMBL98,active,O=C(CCCCCCC(=O)Nc1ccccc1)NO,264.32500000000005,2.4711,3.0,3.0,6.552841968657781
4,CHEMBL264784,inactive,C#CCN(CC#C)CCCCCCC(=O)Nc1ccccc1,296.41399999999993,3.144000000000002,1.0,2.0,4.0
5,CHEMBL344475,inactive,NCCNC(=O)CCCCCCC(=O)Nc1ccccc1,291.395,2.0405999999999986,3.0,3.0,4.0
6,CHEMBL136992,inactive,CCOC(=O)NCCCCCCC(=O)Nc1ccccc1,292.37899999999996,3.3217000000000017,2.0,3.0,4.0
7,CHEMBL137216,inactive,NC(=O)NCCCCCCC(=O)Nc1ccccc1,263.341,2.2439,3.0,2.0,4.0
8,CHEMBL137278,inactive,COC(=O)NCCCCCCC(=O)Nc1ccccc1,278.352,2.9316000000000004,2.0,3.0,4.0
9,CHEMBL137036,inactive,O=C(CCCCCCNC(=O)C(Cl)(Cl)Cl)Nc1ccccc1,365.68800000000005,4.062000000000002,2.0,2.0,4.0
10,CHEMBL341701,inactive,C#CCNCCCCCCC(=O)Nc1ccccc1,258.365,2.798400000000001,2.0,2.0,4.0
11,CHEMBL138381,inactive,O=C(CBr)NCCCCC(=O)Nc1ccccc1,313.195,2.3064999999999998,2.0,2.0,3.9172146296835497
12,CHEMBL422460,inactive,NNC(=O)NCCCCCCC(=O)Nc1ccccc1,278.356,1.7484999999999988,4.0,3.0,3.1870866433571443
13,CHEMBL137333,inactive,O=C(CCCCCCC(=O)Nc1ccccc1)NCCO,292.37900000000013,2.0742,3.0,3.0,4.0
14,CHEMBL344920,inactive,O=C(CBr)NCCCCCC(=O)Nc1ccccc1,327.222,2.696600000000001,2.0,2.0,4.769551078621726
15,CHEMBL137695,inactive,O=C(CCCCCCC(=O)c1ccccn1)Nc1ccccc1,310.39700000000005,4.243600000000003,1.0,3.0,4.0
16,CHEMBL137672,inactive,O=C(CCCCCC/C(=N/O)c1ccccn1)Nc1ccccc1,325.4120000000001,4.239200000000003,2.0,4.0,4.0
17,CHEMBL423356,inactive,O=C(CCCCCCC(=O)OCCO)Nc1ccccc1,293.363,2.5012000000000008,2.0,4.0,4.0
18,CHEMBL137519,inactive,O=C(CBr)NCCCCCCCC(=O)Nc1ccccc1,355.27599999999995,3.4768000000000017,2.0,2.0,3.5228787452803374
19,CHEMBL137100,inactive,O=C(CCCCCCC(=O)Nc1ccccn1)Nc1ccccc1,325.4120000000001,3.9994000000000023,2.0,3.0,4.0
20,CHEMBL343377,inactive,O=C(CCCCCCC(=O)Nc1nccs1)Nc1ccccc1,331.4410000000001,4.060900000000003,2.0,4.0,4.0
21,CHEMBL114237,inactive,O=C(CBr)NCCCCCCC(=O)Nc1ccccc1,341.24899999999997,3.0867000000000013,2.0,2.0,4.853871964321762
22,CHEMBL324053,inactive,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1ccccc1,339.4389999999999,4.186600000000003,3.0,3.0,3.9208187539523753
23,CHEMBL98748,active,CC(C)C[C@@H]1CC(=O)N([C@@H](Cc2ccccc2)C(=O)NCCCCCC(=O)NO)C1=O,431.5330000000003,2.2009,3.0,5.0,7.00436480540245
24,CHEMBL317734,active,CC(C)C[C@H]1C(=O)N([C@@H](Cc2ccccc2)C(=O)NCCCCCC(=O)NO)C(=O)C12CCCC2,485.62500000000045,3.371200000000001,3.0,5.0,7.180456064458132
26,CHEMBL317614,active,CCC[C@H]1C(=O)N([C@@H](Cc2ccc(OC)cc2)C(=O)NCCCCCC(=O)NO)C(=O)[C@@H]1CC(C)C,503.6400000000004,3.2357000000000014,3.0,6.0,7.42021640338319
27,CHEMBL99392,active,O=C(CCCCC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC1=O)NO,577.6820000000002,1.3867000000000018,5.0,6.0,8.698970004336019
28,CHEMBL328819,active,CCC[C@H]1C(=O)N([C@@H](Cc2ccccc2)C(=O)NCCCCCC(=O)NO)C(=O)[C@@H]1CC(C)C,473.61400000000043,3.227100000000002,3.0,5.0,7.292429823902063
29,CHEMBL99661,active,CNCC(=O)[C@@H](Cc1ccccc1)NC(=O)CCCCCCC(=O)NO,363.4580000000002,1.3483999999999994,4.0,5.0,8.853871964321762
31,CHEMBL95881,active,CC(C)C[C@H]1CN[C@H](C(=O)NCCCCCC(=O)NO)Cc2ccc(cc2)OCCCCC[C@H]1C(=O)OC(C)(C)C,575.7910000000002,4.942300000000005,4.0,7.0,8.67778070526608
32,CHEMBL318616,active,CC(C)C[C@@H]1CC(=O)N([C@@H](CC2CCCCC2)C(=O)NCCCCCC(=O)NO)C1=O,437.58100000000024,2.9286000000000003,3.0,5.0,6.1938200260161125
33,CHEMBL98428,active,O=C(CCCCCNC(=O)[C@H](Cc1ccccc1)N1C(=O)CCC1=O)NO,375.4250000000002,0.9286999999999994,3.0,5.0,6.180456064458132
34,CHEMBL329977,active,CC(C)C[C@H]1C(=O)N2C[C@@H]1CCCCCOc1ccc(cc1)C[C@H]2C(=O)NCCCCCC(=O)NO,501.6680000000003,3.853200000000002,3.0,5.0,7.42021640338319
35,CHEMBL100631,inactive,O=C(NCc1ccc(C(=O)Nc2ccccc2)cc1)OCc1cccnc1,361.4010000000001,3.7603000000000026,2.0,4.0,4.0
36,CHEMBL100925,inactive,Nc1ccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)cc1,376.41600000000005,3.342500000000002,3.0,5.0,4.0
38,CHEMBL116702,active,O=C(CCCCCCC(=O)C(F)(F)F)Nc1nc(-c2ccccc2)cs1,384.42300000000006,5.220600000000003,1.0,4.0,6.508638306165727
39,CHEMBL2371000,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)OC)NC(=O)[C@H]2CCCCN2C1=O,625.767,2.2609000000000004,3.0,8.0,9.397940008672037
41,CHEMBL2371005,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCC(=O)OC)NC(=O)[C@H]2CCCCN2C1=O,611.74,1.870800000000001,3.0,8.0,7.130768280269024
42,CHEMBL2371002,active,CCC(=O)C(F)CCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,641.7850000000002,3.0150000000000023,3.0,7.0,6.958607314841775
44,CHEMBL55728,active,O=C(CCCCCCNC(=O)c1cccc2cc[nH]c12)NO,303.362,2.3535999999999997,4.0,3.0,7.3872161432802645
45,CHEMBL58487,active,O=C(CCCCCCNC(=O)c1cc2cc(F)ccc2[nH]1)NO,321.352,2.4927,4.0,3.0,8.267606240177031
46,CHEMBL342474,active,O=C(/C=C/c1ccc(CNCCCc2ccccc2)cc1)NO,310.397,2.927600000000001,3.0,3.0,7.1938200260161125
48,CHEMBL149249,inactive,Cn1cc(C(=O)c2ccccc2)cc1/C=C/C#N,236.274,2.792880000000001,0.0,3.0,4.154901959985743
49,CHEMBL59316,active,O=C(CCCCCCNC(=O)c1cc2cc(Cl)ccc2o1)NO,338.79100000000005,3.2719000000000005,3.0,4.0,7.823908740944319
50,CHEMBL275380,active,O=C(NCC1CCC(C(=O)NO)CC1)c1ccc(-c2ccccc2)cc1,352.434,3.3952000000000018,3.0,3.0,6.508638306165727
51,CHEMBL12760,active,Cn1cc(C(=O)Cc2ccccc2)cc1/C=C/C(=O)NO,284.315,1.9690999999999996,2.0,4.0,7.0
52,CHEMBL99853,inactive,Cc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1N,390.44300000000015,3.650920000000001,3.0,5.0,4.0
53,CHEMBL117404,inactive,O=C(CCCCCCC(=O)C(F)(F)F)Nc1ccccc1-c1ccccc1,377.40600000000006,5.764100000000004,1.0,2.0,4.795880017344075
54,CHEMBL2370999,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)O)NC(=O)[C@H]2CCCCN2C1=O,611.74,2.1725000000000003,4.0,7.0,7.823908740944319
55,CHEMBL2371004,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCCC(=O)OC)NC(=O)[C@H]2CCCCN2C1=O,639.7940000000001,2.6510000000000007,3.0,8.0,8.154901959985743
57,CHEMBL150237,active,O=C(O)C(=O)NCCSSCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O,480.36200000000014,1.2257999999999998,5.0,8.0,8.698970004336019
63,CHEMBL411020,active,Cn1cc(C(=O)/C=C/c2ccccc2)cc1/C=C/C(=O)NO,296.326,2.4398,2.0,4.0,6.0
66,CHEMBL417594,inactive,C[C@H](/C=C/C=C/C(=O)NO)NC(=O)c1ccc(N(C)C)cc1,303.3620000000001,1.4886999999999997,3.0,4.0,4.914103188868412
67,CHEMBL57792,active,COc1cccc2[nH]c(C(=O)NCCCCCCC(=O)NO)cc12,333.388,2.3621999999999996,4.0,4.0,8.508638306165727
68,CHEMBL115011,active,O=C(CCCCCCC(=O)C(F)(F)F)Nc1cccc(-c2ccccc2)c1,377.40600000000006,5.764100000000004,1.0,2.0,6.42021640338319
69,CHEMBL54867,active,O=C(CCCCCCNC(=O)c1ccc2cc[nH]c2c1)NO,303.362,2.3536,4.0,3.0,7.247951552180561
70,CHEMBL99835,inactive,CC(=O)Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,418.45300000000015,3.718700000000002,3.0,5.0,4.0
73,CHEMBL13235,inactive,Cn1cc(C(=O)c2ccccc2)cc1CCC(=O)NO,272.304,1.6940999999999997,2.0,4.0,4.434152181326482
74,CHEMBL319375,inactive,Nc1cc(Cl)ccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,410.86100000000016,3.9959000000000024,3.0,5.0,4.3979400086720375
75,CHEMBL146677,inactive,Cn1cc(C(=O)c2ccccc2)cc1/C=C/C(=N)N,253.305,2.20527,2.0,3.0,4.638272163982407
76,CHEMBL55234,active,O=C(CCCCCCNC(=O)c1ccc[nH]1)NO,253.30200000000005,1.2004,4.0,3.0,6.280668713016273
77,CHEMBL56770,active,CC1c2ccccc2CC1C(=O)NCCCCCCC(=O)NO,318.417,2.5345,3.0,3.0,6.135488918941608
79,CHEMBL147134,active,CCOC(=O)NCCSSCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O,480.4060000000001,2.7711000000000006,4.0,8.0,7.102372908709558
80,CHEMBL294194,active,COc1cc(OC)c2cc(C(=O)NCCCCCCC(=O)NO)[nH]c2c1,363.414,2.3708,4.0,5.0,8.508638306165727
81,CHEMBL27556,active,O=C(NO)c1ccc(CNC(=O)c2ccc3ccccc3c2)cc1,320.348,2.8888000000000016,3.0,3.0,7.356547323513812
83,CHEMBL116979,inactive,CC(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,296.41,5.271900000000005,0.0,2.0,4.301029995663981
84,CHEMBL149765,inactive,Cn1cc(C(=O)Cc2ccccc2)cc1C=C1C(=O)NC(=O)NC1=O,337.33500000000004,1.1998999999999997,2.0,5.0,3.9829666607012197
86,CHEMBL26844,active,O=C(NO)c1ccc(CNC(=O)c2ccc(-c3ccccc3)cc2)cc1,346.386,3.4026000000000023,3.0,3.0,6.619788758288394
87,CHEMBL2371007,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCCCN2C1=O,626.755,1.5933000000000033,5.0,8.0,9.698970004336019
89,CHEMBL146251,inactive,Cn1cc(C(=O)Cc2ccccc2)cc1C=C1C(=O)NC(=S)NC1=O,353.403,1.3647999999999998,2.0,5.0,4.070581074285707
90,CHEMBL343476,active,COC(=O)NCCSSCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O,466.37900000000013,2.3809999999999993,4.0,8.0,7.356547323513812
91,CHEMBL147655,active,O=C(CCCCCCN1c2cccc3cccc(c23)S1(=O)=O)NO,348.4240000000001,2.8044000000000002,2.0,4.0,8.0
92,CHEMBL56157,active,O=C(CCCCCCNC(=O)c1cc2ccccc2[nH]1)NO,303.362,2.3535999999999997,4.0,3.0,7.835647144215563
93,CHEMBL54543,active,O=C(CCCCCCNC(=O)c1cccc2[nH]ccc12)NO,303.362,2.3536,4.0,3.0,7.095284454721319
97,CHEMBL99,active,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,302.374,2.579300000000001,2.0,4.0,7.920818753952375
98,CHEMBL46942,active,CN(C)c1ccc(C(=O)NCCCCCC(=O)NO)cc1,293.3669999999999,1.5481999999999996,3.0,4.0,6.818156412055227
99,CHEMBL55974,active,C[C@H](CCCCC(=O)NO)NC(=O)c1ccc(N(C)C)cc1,307.39400000000006,1.9366999999999996,3.0,4.0,6.444905551421681
101,CHEMBL145885,inactive,O=C(/C=C/c1cc(C(=O)c2ccccc2)cn1-c1ccccc1)NO,332.35900000000004,3.2269000000000005,2.0,4.0,3.958607314841775
102,CHEMBL99737,inactive,Nc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,376.4160000000001,3.342500000000002,3.0,5.0,4.0
105,CHEMBL331158,active,O=C(CCCCCCC(=O)C(F)(F)F)Nc1ccc(Oc2ccccc2)cc1,393.4050000000001,5.889400000000005,1.0,3.0,6.522878745280337
107,CHEMBL430060,active,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,623.7950000000003,3.067000000000003,3.0,7.0,9.0
108,CHEMBL2371003,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)C(C)F)NC(=O)[C@H]2CCCCN2C1=O,641.785,3.0150000000000015,3.0,7.0,9.0
109,CHEMBL293812,active,COc1ccc2[nH]c(C(=O)NCCCCCCC(=O)NO)cc2c1,333.388,2.3622000000000005,4.0,4.0,8.187086643357144
111,CHEMBL150236,active,NC(=O)C(=O)NCCSSCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O,479.37800000000016,0.6265000000000004,5.0,8.0,6.481486060122113
112,CHEMBL114725,inactive,O=C(CCc1ccc(C(=O)C(F)(F)F)cc1)Nc1ccccc1,321.298,4.002900000000002,1.0,2.0,4.301029995663981
113,CHEMBL146446,active,O=C(CCCCCCNC(=O)C1Cc2ccccc2O1)NO,306.362,1.5621999999999996,3.0,4.0,7.528708288941061
114,CHEMBL294464,active,O=C(CCCCCCNC(=O)c1c[nH]c2ccccc12)NO,303.362,2.3535999999999997,4.0,3.0,7.425968732272281
115,CHEMBL55499,active,O=C(CCCCCCNC(=O)c1ccc2[nH]ccc2c1)NO,303.362,2.3536,4.0,3.0,7.503070351926785
116,CHEMBL301223,active,O=C(CCCCCCNC(=O)c1cc2cc(Br)ccc2[nH]1)NO,382.25800000000004,3.1161000000000003,4.0,3.0,8.455931955649724
117,CHEMBL56344,active,COc1ccc2oc(C(=O)NCCCCCCC(=O)NO)cc2c1,334.37199999999996,2.6271000000000004,3.0,5.0,7.823908740944319
118,CHEMBL28280,active,O=C(NO)c1ccc(CNC(=O)c2cccc3ccccc23)cc1,320.348,2.8888000000000016,3.0,3.0,6.080921907623926
119,CHEMBL321105,inactive,COc1ccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c(N)c1,406.4420000000001,3.3511000000000015,3.0,6.0,4.356547323513812
120,CHEMBL83747,active,O=C(NCCSSCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O)/C(Cc1ccc(O)c(Br)c1)=N/O,664.3980000000001,3.682200000000001,6.0,10.0,8.397940008672037
122,CHEMBL147520,inactive,CC(C)n1cc(C(=O)c2ccccc2)cc1/C=C/C(=O)NO,298.34200000000004,2.8186,2.0,4.0,4.275724130399211
123,CHEMBL2371006,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)C2CO2)NC(=O)[C@H]2CCCCN2C1=O,637.778,2.055800000000001,3.0,8.0,10.0
124,CHEMBL62381,inactive,CCCC(=O)[O-],87.09799999999998,-0.4636,0.0,2.0,3.853871964321762
125,CHEMBL356066,active,O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,379.46000000000004,2.7235000000000005,4.0,4.0,7.494850021680094
126,CHEMBL317252,inactive,Cc1ccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c(N)c1,390.4430000000001,3.650920000000002,3.0,5.0,4.0
127,CHEMBL2370998,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)C(C)O)NC(=O)[C@H]2CCCCN2C1=O,639.794,2.0378000000000003,4.0,8.0,9.522878745280337
128,CHEMBL1793812,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)C2CO2)NC(=O)[C@H]2CCCCN2CC1=O,651.805,2.0983000000000023,3.0,9.0,10.0
129,CHEMBL1793941,active,CCC(=O)C1OC1CCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,651.8050000000002,2.0967000000000042,3.0,9.0,8.301029995663981
130,CHEMBL1793815,active,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)/N=C(\S)[C@H](Cc2cn(OC)c3ccccc23)N=C1S,669.9580000000002,5.533700000000007,3.0,8.0,7.070581074285707
131,CHEMBL1793827,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)O)NC(=O)[C@H]2CCCCN2CC1=O,625.7669999999999,2.2150000000000016,4.0,8.0,7.823908740944319
132,CHEMBL1793821,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCCC(=O)O)NC(=O)[C@H]2CCCCN2CC1=O,639.794,2.605100000000001,4.0,8.0,6.071604147743286
133,CHEMBL1793822,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)C(C)O)NC(=O)[C@H]2CCCCN2CC1=O,653.8209999999999,2.0803000000000016,4.0,9.0,9.522878745280337
135,CHEMBL1793808,active,CCC(N)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,638.8540000000003,2.8677000000000037,4.0,8.0,6.841637507904751
136,CHEMBL1793939,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCSC(C)=O)NC(=O)[C@H]2CCCCN2CC1=O,641.8349999999999,2.629900000000002,3.0,9.0,6.958607314841775
137,CHEMBL1793944,active,CCC(CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O)SC(C)=O,697.9430000000002,4.188700000000004,3.0,9.0,7.136677139879544
138,CHEMBL1793943,active,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)/N=C(\S)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,653.8900000000002,4.321600000000002,3.0,8.0,7.070581074285707
139,CHEMBL1793938,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(C)=O)NC(=O)[C@H]2CCCCN2CC1=O,623.795,2.719400000000001,3.0,8.0,8.698970004336019
140,CHEMBL1793947,active,CCCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,651.8490000000002,3.4996000000000036,3.0,8.0,9.0
141,CHEMBL1793825,active,CCC(=O)C(O)CCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,653.8210000000001,2.0803000000000034,4.0,9.0,7.4089353929735005
142,CHEMBL1793807,active,CCCCCCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,623.8390000000003,3.930500000000004,3.0,7.0,7.214670164989233
143,CHEMBL1793824,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)C(C)=O)NC(=O)[C@H]2CCCCN2CC1=O,651.805,2.2885000000000018,3.0,9.0,7.522878745280337
144,CHEMBL1793809,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCP(=O)(OC)OC)NC(=O)[C@H]2CCCCN2CC1=O,689.7909999999999,3.2262000000000013,3.0,10.0,6.346787486224656
145,CHEMBL1793940,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCSC)NC(=O)[C@H]2CCCCN2CC1=O,627.852,3.1033000000000017,3.0,8.0,6.486782399932061
146,CHEMBL1793828,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCC(=O)O)NC(=O)[C@H]2CCCCN2CC1=O,611.74,1.8249000000000017,4.0,8.0,6.549750891680639
147,CHEMBL1793945,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCSC(C)=O)NC(=O)[C@H]2CCCCN2CC1=O,655.862,3.0200000000000014,3.0,9.0,8.522878745280337
148,CHEMBL1793814,active,CCC(=O)CCCCC[C@@H]1/N=C(\S)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)/N=C(\S)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,669.9580000000002,5.533700000000006,3.0,8.0,7.070581074285707
149,CHEMBL1793810,active,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,637.8220000000002,3.1095000000000033,3.0,8.0,9.0
150,CHEMBL1793811,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCCCN2CC1=O,640.7819999999999,1.6358000000000037,5.0,9.0,9.698970004336019
152,CHEMBL1793942,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)c2ccccc2)NC(=O)[C@H]2CCCCN2CC1=O,685.866,4.013300000000002,3.0,8.0,6.154901959985743
153,CHEMBL1793813,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC2(CC)CO2)NC(=O)[C@H]2CCCCN2CC1=O,651.849,3.309400000000002,3.0,8.0,7.221848749616356
154,CHEMBL1793816,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)OC)NC(=O)[C@H]2CCCCN2CC1=O,639.794,2.303400000000001,3.0,9.0,9.397940008672037
155,CHEMBL1793823,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)C(C)F)NC(=O)[C@H]2CCCCN2CC1=O,655.8119999999999,3.057500000000002,3.0,8.0,9.0
156,CHEMBL1793818,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCP(=O)([O-])O)NC(=O)[C@H]2CCCCN2CC1=O,660.7289999999999,1.2860000000000023,4.0,9.0,6.7447274948966935
157,CHEMBL1793826,active,CCC(=O)C(F)CCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,655.8120000000002,3.0575000000000028,3.0,8.0,6.958607314841775
158,CHEMBL1793946,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)C(C)C)NC(=O)[C@H]2CCCCN2CC1=O,651.8489999999999,3.355500000000003,3.0,8.0,6.628932137728263
159,CHEMBL1793937,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC=O)NC(=O)[C@H]2CCCCN2CC1=O,609.768,2.329300000000001,3.0,8.0,8.221848749616356
160,CHEMBL1793820,active,CCC(=O)C(=O)CCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,651.8050000000002,2.2885000000000035,3.0,9.0,7.7447274948966935
161,CHEMBL1793936,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCC(=O)OC)NC(=O)[C@H]2CCCCN2CC1=O,625.7669999999999,1.913300000000002,3.0,9.0,7.130768280269024
162,CHEMBL1793819,active,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCCC(=O)OC)NC(=O)[C@H]2CCCCN2CC1=O,653.821,2.693500000000001,3.0,9.0,8.154901959985743
163,CHEMBL88332,inactive,C1=C/CCCCCC[n+]2cccc(c2)CCCCCCCCCCCC[n+]2cccc(c2)CCCCCC/1,518.8740000000006,9.418600000000001,0.0,0.0,4.769551078621726
164,CHEMBL313899,inactive,C1=C/CCCCCC[n+]2cccc(c2)CCCCCCCCCCCCC[n+]2cccc(c2)CCCCCC/1,532.9010000000005,9.808699999999998,0.0,0.0,4.522878745280337
165,CHEMBL89033,inactive,C1=C/CCC[n+]2cccc(c2)CCCCCCCCCCCC[n+]2cccc(c2)CCCCCC/1,476.7930000000004,8.248300000000008,0.0,0.0,4.096910013008056
166,CHEMBL328885,inactive,C1=C/CCCC[n+]2cccc(c2)CCCCCCCCCCCC[n+]2cccc(c2)CCCCCC/1,490.8200000000005,8.638400000000006,0.0,0.0,4.214670164989233
167,CHEMBL112870,inactive,O=C(CCCCCCNCCS)Nc1ccccc1,280.437,3.0950000000000015,3.0,3.0,4.0
