molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL2170188,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)N(C)C(=O)CCN(CC(C)C)C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,10000.0,inactive
CHEMBL2012813,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)N(C)C(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,40.0,active
CHEMBL2178342,O=C(NO)c1cccc(-c2cn(CSc3ccccc3)nn2)c1,54000.0,inactive
CHEMBL2178343,O=C(NO)c1cccc(-c2cn(CCc3ccsc3)nn2)c1,44000.0,inactive
CHEMBL2178344,O=C(NO)c1cccc(-c2cn(CCc3ccccc3)nn2)c1,23000.0,inactive
CHEMBL2178345,O=C(NO)c1cccc(-c2cn(Cc3ccccc3)nn2)c1,37000.0,inactive
CHEMBL2170177,COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1,100000.0,inactive
CHEMBL2204665,CCCCC(CC)CC(CCCCC(=O)NO)CC(=O)Nc1ccccc1,456.0,active
CHEMBL2204664,CC(C)(C)C(CCCCC(=O)NO)CC(=O)Nc1ccccc1,1940.0,intermediate
CHEMBL2204666,O=C(CCCCC(CC(=O)Nc1ccccc1)c1ccccc1)NO,344.0,active
CHEMBL2204667,CC(CCCCC(=O)NO)CC(=O)Nc1ccccc1,349.0,active
CHEMBL2312168,Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1,350.0,active
CHEMBL2312167,Cc1ccc(C(=O)NOCCCCCC(=O)NO)cc1C,1100.0,intermediate
CHEMBL2312164,Cc1cccc(C(=O)NOCCCCCC(=O)NO)c1,1130.0,intermediate
CHEMBL2312171,O=C(CCCCCONC(=O)Nc1ccccc1)Nc1ccccc1O,43900.0,inactive
CHEMBL2312170,Nc1ccccc1NC(=O)CCCCCONC(=O)Nc1ccccc1,43900.0,inactive
CHEMBL2312169,O=C(CCCCCONC(=O)NNc1ccccc1)NO,4950.0,intermediate
CHEMBL2312166,Cc1ccccc1C(=O)NOCCCCCC(=O)NO,15400.0,inactive
CHEMBL2312165,Cc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,3460.0,intermediate
CHEMBL2312163,CC(C)c1ccc(C(=O)NOCCCCCC(=O)NO)cc1,500.0,active
CHEMBL2311803,O=C(CCCCCONC(=O)c1ccc(C(F)(F)F)cc1)NO,1950.0,intermediate
CHEMBL2311802,O=C(CCCCCONC(=O)c1ccc(F)cc1)NO,2000.0,intermediate
CHEMBL2311801,O=C(CCCCCONC(=O)c1ccccc1)NO,1260.0,intermediate
CHEMBL2311800,CN(O)C(=O)CCCCCONC(=O)Nc1ccccc1,100000.0,inactive
CHEMBL2311799,O=C(CCCCONC(=O)Nc1ccccc1)NO,16600.0,inactive
CHEMBL2311798,Cc1cc(C)cc(NC(=O)NOCCCCCC(=O)NO)c1,4640.0,intermediate
CHEMBL2311797,Cc1cccc(NC(=O)NOCCCCCC(=O)NO)c1,5380.0,intermediate
CHEMBL2311796,Cc1ccccc1NC(=O)NOCCCCCC(=O)NO,8860.0,intermediate
CHEMBL2311795,CC(C)(C)c1ccc(NC(=O)NOCCCCCC(=O)NO)cc1,1320.0,intermediate
CHEMBL2311794,CC(C)c1ccc(NC(=O)NOCCCCCC(=O)NO)cc1,2050.0,intermediate
CHEMBL2311793,O=C(CCCCCONC(=O)Nc1cnc2ccccc2c1)NO,850.0,active
CHEMBL2311792,O=C(CCCCCONC(=O)Nc1cccc2ccccc12)NO,900.0,active
CHEMBL2312180,COc1ccc(NC(=O)NOCCCCCC(=O)NO)cc1,5730.0,intermediate
CHEMBL2312179,Cc1ccc(NC(=O)NOCCCCCC(=O)NO)cc1,1430.0,intermediate
CHEMBL2312178,O=C(CCCCCONC(=O)Nc1ccc(F)cc1)NO,1660.0,intermediate
CHEMBL2312177,O=C(CCCCCONC(=O)Nc1ccccc1)NO,1710.0,intermediate
CHEMBL2312173,O=C(O)CCCCCONC(=O)Nc1ccc(F)cc1,100000.0,inactive
CHEMBL2312172,O=C(O)CCCCCONC(=O)Nc1ccccc1,100000.0,inactive
CHEMBL2313364,CCC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,2.2,active
CHEMBL1796688,C=C(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,3.3,active
CHEMBL2335645,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(NC(C)=O)cc1,710.0,active
CHEMBL2335644,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(Cl)cc1,1470.0,intermediate
CHEMBL2335643,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(F)cc1,1060.0,intermediate
CHEMBL2335641,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(NC(=O)OC(C)(C)C)cc1,730.0,active
CHEMBL2335640,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCN(C(=O)OC(C)(C)C)CC1,1120.0,intermediate
CHEMBL2335639,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CC2(CN1C(=O)OC(C)(C)C)SCCS2,800.0,active
CHEMBL2331598,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,1170.0,intermediate
CHEMBL2335638,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C,430.0,active
CHEMBL2335637,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,320.0,active
CHEMBL2335636,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)OC(C)(C)C,140.0,active
CHEMBL2335635,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,180.0,active
CHEMBL2335634,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C,430.0,active
CHEMBL2331641,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCSC)NC(=O)OC(C)(C)C,180.0,active
CHEMBL2331640,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,160.0,active
CHEMBL2336048,CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](COc1ccc(/C=C/C(=O)NO)cc1OC)Cc1c[nH]c2ccccc12,380.0,active
CHEMBL2336047,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,570.0,active
CHEMBL2336046,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,620.0,active
CHEMBL2336045,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)OC(C)(C)C,170.0,active
CHEMBL2336044,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,490.0,active
CHEMBL2336043,CCCC(CCC)C(=O)N[C@H](COc1ccc(/C=C/C(=O)NO)cc1OC)Cc1c[nH]c2ccccc12,1080.0,intermediate
CHEMBL2336042,COc1cc(/C=C/C(=O)NO)ccc1OC[C@@H](N)Cc1c[nH]c2ccccc12.Cl,2910.0,intermediate
CHEMBL2335646,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,650.0,active
CHEMBL2336041,COc1cc(CCC(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,2090.0,intermediate
CHEMBL483254,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,30.0,active
CHEMBL2385397,CN(C)c1nc2c(s1)Cc1cc(/C=C/C(=O)NO)ccc1-2,157.0,active
CHEMBL2385394,O=C(/C=C/c1ccc2c(c1)Cc1sc(NCCN3CCOCC3)nc1-2)NO,164.0,active
CHEMBL2385393,COCCNc1nc2c(s1)Cc1cc(/C=C/C(=O)NO)ccc1-2,140.0,active
CHEMBL2385389,O=C(/C=C/c1ccc2c(c1)Cc1sc(Nc3cccnc3)nc1-2)NO,298.0,active
CHEMBL2385381,CC(C)Nc1nc2c(s1)Cc1cc(/C=C/C(=O)NO)ccc1-2,214.0,active
CHEMBL2385379,CNc1nc2c(s1)Cc1cc(/C=C/C(=O)NO)ccc1-2,250.0,active
CHEMBL2386912,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCc4cn(CCCCCCC(=O)NO)nn4)ccc3nc2-1,56.2,active
CHEMBL2386911,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCc4cn(CCCCCC(=O)NO)nn4)ccc3nc2-1,112.2,active
CHEMBL2386910,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCc4cn(CCCCC(=O)NO)nn4)ccc3nc2-1,144.5,active
CHEMBL2386909,CCc1c2c(nc3ccc(OCc4cn(CCCCCCCC(=O)NO)nn4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,212.3,active
CHEMBL2386908,CCc1c2c(nc3ccc(OCc4cn(CCCCCCC(=O)NO)nn4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,64.65,active
CHEMBL2386907,CCc1c2c(nc3ccc(OCc4cn(CCCCCC(=O)NO)nn4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,120.7,active
CHEMBL2386906,CCc1c2c(nc3ccc(OCc4cn(CCCCC(=O)NO)nn4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,155.4,active
CHEMBL2390994,O=C(/C=C/c1ccc2c(c1)C(=O)N(Cc1ccccc1)C1(CCN(CCc3ccccc3)CC1)O2)NO,645.0,active
CHEMBL2390993,O=C(/C=C/c1ccc2c(c1)C(=O)N(Cc1ccccc1)C1(CCN(Cc3ccc(F)cc3)CC1)O2)NO,667.0,active
CHEMBL2390992,O=C(/C=C/c1ccc2c(c1)C(=O)N(Cc1ccccc1)C1(CCN(Cc3ccccc3)CC1)O2)NO,540.0,active
CHEMBL2390991,CN1CCC2(CC1)Oc1ccc(/C=C/C(=O)NO)cc1C(=O)N2Cc1ccccc1,174.0,active
CHEMBL2391007,O=C(/C=C/c1ccc2c(c1)C(=O)N(Cc1ccccc1)C1(CCNCC1)O2)NO,59.0,active
CHEMBL2391006,CN1C(=O)c2cc(/C=C/C(=O)NO)ccc2OC12CCN(CCc1ccccc1)CC2,258.0,active
CHEMBL2391005,CN1C(=O)c2cc(/C=C/C(=O)NO)ccc2OC12CCN(Cc1ccc(F)cc1)CC2,137.0,active
CHEMBL2391004,CN1C(=O)c2cc(/C=C/C(=O)NO)ccc2OC12CCN(Cc1ccccc1)CC2,136.0,active
CHEMBL2391003,CN1CCC2(CC1)Oc1ccc(/C=C/C(=O)NO)cc1C(=O)N2C,527.0,active
CHEMBL2391002,CN1C(=O)c2cc(/C=C/C(=O)NO)ccc2OC12CCNCC2,204.0,active
CHEMBL2391001,O=C(/C=C/c1ccc2c(c1)C(=O)NC1(CCN(CCc3ccccc3)CC1)O2)NO,91.0,active
CHEMBL2391000,O=C(/C=C/c1ccc2c(c1)C(=O)NC1(CCN(Cc3ccc(F)cc3)CC1)O2)NO,103.0,active
CHEMBL2390999,O=C(/C=C/c1ccc2c(c1)C(=O)NC1(CCN(Cc3ccccc3)CC1)O2)NO,83.0,active
CHEMBL2390998,CN1CCC2(CC1)NC(=O)c1cc(/C=C/C(=O)NO)ccc1O2,99.0,active
CHEMBL2390997,O=C(/C=C/c1ccc2c(c1)C(=O)NC1(CCNCC1)O2)NO,78.0,active
CHEMBL2390996,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(CCc3ccccc3)CC1)O2)NO,113.0,active
CHEMBL2390995,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccc(F)cc3)CC1)O2)NO,108.0,active
CHEMBL2398772,C=C(c1ccc(C(=O)NO)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,6700.0,intermediate
CHEMBL246559,O=C(NO)c1csc2ccccc12,76130.0,inactive
CHEMBL2403453,O=C(NO)c1cc2sccc2s1,557.0,active
CHEMBL2403452,O=C(NO)c1cc2ccsc2s1,1080.0,intermediate
CHEMBL2403451,Cc1cc2sc(C(=O)NO)cc2cc1O,989.0,active
CHEMBL2403450,COc1cc2cc(C(=O)NO)sc2cc1C,1350.0,intermediate
CHEMBL2403449,COc1cccc2sc(C(=O)NO)cc12,3790.0,intermediate
CHEMBL2403448,O=C(NO)c1cc2c(Cl)cccc2s1,11630.0,inactive
CHEMBL2403447,O=C(NO)c1cc2cccc(C(F)(F)F)c2s1,9190.0,intermediate
CHEMBL2403446,O=C(NO)c1cc2cccc(Cl)c2s1,2910.0,intermediate
CHEMBL245946,O=C(NO)c1cc2ccccc2s1,2170.0,intermediate
CHEMBL2403444,Cc1ccc2cc(C(=O)NO)sc2c1,1760.0,intermediate
CHEMBL2403445,Cc1ccc2cc(C(=O)NO)sc2c1F,458.0,active
CHEMBL2408818,CN1C(=O)C(NC(=O)CCCCCCCC(=O)NO)N=C(c2ccccc2)c2ccccc21,600.0,active
CHEMBL2408819,CN1C(=O)C(NC(=O)CCCCC(=O)NO)N=C(c2ccccc2)c2ccccc21,380.0,active
CHEMBL2408689,CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(C#CCCCC(=O)NO)ccc21,360.0,active
CHEMBL2408693,C[C@@H]1N=C(c2ccccc2)c2cc(C#CCCCC(=O)NO)ccc2NC1=O,340.0,active
CHEMBL2408820,CN1C(=O)C(NC(=O)CCCCCC(=O)NO)N=C(c2ccccc2)c2ccccc21,320.0,active
CHEMBL2408695,CN1C(=O)[C@H](NC(=O)CCCCCCC(=O)NO)N=C(c2ccccc2)c2ccccc21,310.0,active
CHEMBL2408694,O=C(CCCCCCC(=O)N1CCN=C(c2ccccc2)c2ccccc21)NO,180.0,active
CHEMBL2408692,CN1C(=O)CN=C(c2ccccc2)c2cc(C#C/C=C/C(=O)NO)ccc21,160.0,active
CHEMBL2408696,CN1C(=O)[C@@H](NC(=O)CCCCCCC(=O)NO)N=C(c2ccccc2)c2ccccc21,120.0,active
CHEMBL2413291,O=C(/C=C/c1ccc(CN(CCCCOc2ccccc2)CCc2ccc3c(c2)OCO3)o1)NO,1570.0,intermediate
CHEMBL2413290,O=C(/C=C/c1ccc(CN(CCCOc2ccccc2)CCc2ccc3c(c2)OCO3)o1)NO,2220.0,intermediate
CHEMBL2413289,Cc1ccc(OCCN(CCc2ccc3c(c2)OCO3)Cc2ccc(/C=C/C(=O)NO)o2)cc1,840.0,active
CHEMBL2413288,O=C(/C=C/c1ccc(CN(CCOc2ccccc2)CCc2ccc3c(c2)OCO3)o1)NO,2360.0,intermediate
CHEMBL2413287,O=C(/C=C/c1ccc(CN(CCO)CCc2ccc3c(c2)OCO3)o1)NO,400.0,active
CHEMBL2413286,O=C(/C=C/c1ccc(CN(CCc2ccc3c(c2)OCO3)Cc2ccccc2)o1)NO,2280.0,intermediate
CHEMBL2413315,CCCCCN(CCc1ccc2c(c1)OCO2)Cc1ccc(/C=C/C(=O)NO)o1,3490.0,intermediate
CHEMBL2413314,CC(C)CN(CCc1ccc2c(c1)OCO2)Cc1ccc(/C=C/C(=O)NO)o1,2690.0,intermediate
CHEMBL2413313,CCCCN(CCc1ccc2c(c1)OCO2)Cc1ccc(/C=C/C(=O)NO)o1,2690.0,intermediate
CHEMBL2413312,CCCN(CCc1ccc2c(c1)OCO2)Cc1ccc(/C=C/C(=O)NO)o1,1590.0,intermediate
CHEMBL2413311,CCN(CCc1ccc2c(c1)OCO2)Cc1ccc(/C=C/C(=O)NO)o1,2310.0,intermediate
CHEMBL2413310,Cc1ccc(OCCCCN(Cc2ccc(-c3ccccc3)cc2)Cc2ccc(/C=C/C(=O)NO)o2)cc1,1960.0,intermediate
CHEMBL2413309,O=C(/C=C/c1ccc(CN(CCCCOc2ccccc2)Cc2ccc(-c3ccccc3)cc2)o1)NO,2020.0,intermediate
CHEMBL2413308,Cc1ccc(OCCCN(Cc2ccc(-c3ccccc3)cc2)Cc2ccc(/C=C/C(=O)NO)o2)cc1,1660.0,intermediate
CHEMBL2413307,O=C(/C=C/c1ccc(CN(CCCOc2ccccc2)Cc2ccc(-c3ccccc3)cc2)o1)NO,2070.0,intermediate
CHEMBL2413306,Cc1ccc(OCCN(Cc2ccc(-c3ccccc3)cc2)Cc2ccc(/C=C/C(=O)NO)o2)cc1,1710.0,intermediate
CHEMBL2413305,O=C(/C=C/c1ccc(CN(CCOc2ccccc2)Cc2ccc(-c3ccccc3)cc2)o1)NO,1210.0,intermediate
CHEMBL2413304,O=C(/C=C/c1ccc(CN(CCO)Cc2ccc(-c3ccccc3)cc2)o1)NO,89.0,active
CHEMBL2413303,O=C(/C=C/c1ccc(CN(Cc2ccccc2)Cc2ccc(-c3ccccc3)cc2)o1)NO,2550.0,intermediate
CHEMBL2413302,CCCCCCCCN(Cc1ccc(-c2ccccc2)cc1)Cc1ccc(/C=C/C(=O)NO)o1,2170.0,intermediate
CHEMBL2413301,CCCCCN(Cc1ccc(-c2ccccc2)cc1)Cc1ccc(/C=C/C(=O)NO)o1,2390.0,intermediate
CHEMBL2413300,CC(C)N(Cc1ccc(-c2ccccc2)cc1)Cc1ccc(/C=C/C(=O)NO)o1,1610.0,intermediate
CHEMBL2413299,CCN(Cc1ccc(-c2ccccc2)cc1)Cc1ccc(/C=C/C(=O)NO)o1,1250.0,intermediate
CHEMBL2413298,Cc1ccc(OCCCCN(Cc2ccccc2)Cc2ccc(/C=C/C(=O)NO)o2)cc1,1310.0,intermediate
CHEMBL2413297,O=C(/C=C/c1ccc(CN(CCCCOc2ccccc2)Cc2ccccc2)o1)NO,2120.0,intermediate
CHEMBL2413296,Cc1ccc(OCCCN(Cc2ccccc2)Cc2ccc(/C=C/C(=O)NO)o2)cc1,2540.0,intermediate
CHEMBL2413295,O=C(/C=C/c1ccc(CN(CCCOc2ccccc2)Cc2ccccc2)o1)NO,1480.0,intermediate
CHEMBL2413294,Cc1ccc(OCCN(Cc2ccccc2)Cc2ccc(/C=C/C(=O)NO)o2)cc1,1870.0,intermediate
CHEMBL2413293,O=C(/C=C/c1ccc(CN(CCOc2ccccc2)Cc2ccccc2)o1)NO,2550.0,intermediate
CHEMBL2413292,O=C(/C=C/c1ccc(CN(CCO)Cc2ccccc2)o1)NO,170.0,active
CHEMBL2413322,CCCCCCCCN(Cc1ccccc1)Cc1ccc(/C=C/C(=O)NO)o1,2550.0,intermediate
CHEMBL2413321,CCCCCCN(Cc1ccccc1)Cc1ccc(/C=C/C(=O)NO)o1,2650.0,intermediate
CHEMBL2413320,CC(C)CN(Cc1ccccc1)Cc1ccc(/C=C/C(=O)NO)o1,3170.0,intermediate
CHEMBL2413319,CCCCN(Cc1ccccc1)Cc1ccc(/C=C/C(=O)NO)o1,540.0,active
CHEMBL2413318,CC(C)N(Cc1ccccc1)Cc1ccc(/C=C/C(=O)NO)o1,180.0,active
CHEMBL2413317,CCCN(Cc1ccccc1)Cc1ccc(/C=C/C(=O)NO)o1,170.0,active
CHEMBL2413316,CCN(Cc1ccccc1)Cc1ccc(/C=C/C(=O)NO)o1,130.0,active
CHEMBL2442648,COc1cc(/C=C/C(=O)NO)ccc1OCC(=O)Nc1ccc(F)c(Cl)c1,49300.0,inactive
CHEMBL2442649,COc1cc(/C=C/C(=O)NO)ccc1OCC(=O)Nc1cccc(C(F)(F)F)c1,12500.0,inactive
CHEMBL2442650,COc1cc(/C=C/C(=O)NO)ccc1OCC(=O)Nc1ccc(Cl)c(Cl)c1,43000.0,inactive
CHEMBL2442651,COc1ccc(NC(=O)COc2ccc(/C=C/C(=O)NO)cc2OC)cc1,10800.0,inactive
CHEMBL2442652,COc1cc(/C=C/C(=O)NO)ccc1OCC(=O)Nc1ccc(Br)cc1,8430.0,intermediate
CHEMBL2442653,COc1cc(/C=C/C(=O)NO)ccc1OCC(=O)Nc1ccccc1F,3940.0,intermediate
CHEMBL2442654,COc1cc(/C=C/C(=O)NO)ccc1OCC(=O)Nc1cccc(F)c1,9470.0,intermediate
CHEMBL2442655,COc1cc(/C=C/C(=O)NO)ccc1OCC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,10500.0,inactive
CHEMBL2442656,COc1cc(/C=C/C(=O)NO)ccc1OCC(=O)Nc1cc(Br)cc(C(F)(F)F)c1,67800.0,inactive
CHEMBL2442657,COc1cc(/C=C/C(=O)Nc2ccccc2N)ccc1OCC(=O)Nc1ccc(F)c(Cl)c1,11500.0,inactive
CHEMBL2442658,COc1cc(/C=C/C(=O)Nc2ccccc2N)ccc1OCC(=O)Nc1cccc(C(F)(F)F)c1,49600.0,inactive
CHEMBL2442659,COc1cc(/C=C/C(=O)Nc2ccccc2N)ccc1OCC(=O)Nc1ccc(Cl)c(Cl)c1,10300.0,inactive
CHEMBL2442660,COc1ccc(NC(=O)COc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2OC)cc1,8950.0,intermediate
CHEMBL2442661,COc1cc(/C=C/C(=O)Nc2ccccc2N)ccc1OCC(=O)Nc1ccc(Br)cc1,12800.0,inactive
CHEMBL2442662,COc1cc(/C=C/C(=O)Nc2ccccc2N)ccc1OCC(=O)Nc1ccccc1F,73700.0,inactive
CHEMBL2442663,COc1cc(/C=C/C(=O)Nc2ccccc2N)ccc1OCC(=O)Nc1cccc(F)c1,2820.0,intermediate
CHEMBL2442664,COc1cc(/C=C/C(=O)Nc2ccccc2N)ccc1OCC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,7800.0,intermediate
CHEMBL2442665,COc1cc(/C=C/C(=O)Nc2ccccc2N)ccc1OCC(=O)Nc1cc(Br)cc(C(F)(F)F)c1,24200.0,inactive
CHEMBL2442666,COc1cc(/C=C/C(=O)Nc2ccc(C)cc2N)ccc1OCC(=O)Nc1cc(F)cc(Cl)c1,15400.0,inactive
CHEMBL2442667,COc1cc(/C=C/C(=O)Nc2ccc(C)cc2N)ccc1OCC(=O)Nc1cccc(C(F)(F)F)c1,15100.0,inactive
CHEMBL2442668,COc1cc(/C=C/C(=O)Nc2ccc(C)cc2N)ccc1OCC(=O)Nc1ccc(Cl)c(Cl)c1,64500.0,inactive
CHEMBL2442669,COc1ccc(NC(=O)COc2ccc(/C=C/C(=O)Nc3ccc(C)cc3N)cc2OC)cc1,118000.0,inactive
CHEMBL2442670,COc1cc(/C=C/C(=O)Nc2ccc(C)cc2N)ccc1OCC(=O)Nc1ccc(Br)cc1,16400.0,inactive
CHEMBL2442671,COc1cc(/C=C/C(=O)Nc2ccc(C)cc2N)ccc1OCC(=O)Nc1ccccc1F,11600.0,inactive
CHEMBL2442672,COc1cc(/C=C/C(=O)Nc2ccc(C)cc2N)ccc1OCC(=O)Nc1cccc(F)c1,66600.0,inactive
CHEMBL2442673,COc1cc(/C=C/C(=O)Nc2ccc(C)cc2N)ccc1OCC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,71400.0,inactive
CHEMBL2440144,COc1cc(/C=C/C(=O)Nc2ccc(C)cc2N)ccc1OCC(=O)Nc1cc(Br)cc(C(F)(F)F)c1,7430.0,intermediate
CHEMBL1851943,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,126.0,active
CHEMBL2440723,CCCCCCNC(=S)Nc1cc(/C=C/C(=O)NO)ccc1OCCN(CC)CC,187.0,active
CHEMBL2440722,CCCCCNC(=S)Nc1cc(/C=C/C(=O)NO)ccc1OCCN(CC)CC,216.0,active
CHEMBL2440721,CCCCNC(=S)Nc1cc(/C=C/C(=O)NO)ccc1OCCN(CC)CC,130.0,active
CHEMBL2440720,CCCNC(=S)Nc1cc(/C=C/C(=O)NO)ccc1OCCN(CC)CC,210.0,active
CHEMBL2440719,CCCCCCCNC(=O)Nc1cc(/C=C/C(=O)NO)ccc1OCCN(CC)CC,410.0,active
CHEMBL2440718,CCCCCCNC(=O)Nc1cc(/C=C/C(=O)NO)ccc1OCCN(CC)CC,304.0,active
CHEMBL2440717,CCCCCNC(=O)Nc1cc(/C=C/C(=O)NO)ccc1OCCN(CC)CC,186.0,active
CHEMBL2440715,CCCNC(=O)Nc1cc(/C=C/C(=O)NO)ccc1OCCN(CC)CC,234.0,active
CHEMBL2440712,CCCCCNC(=O)Nc1cc(/C=C/C(=O)NO)ccc1SCCN(CC)CC,206.0,active
CHEMBL2440711,CCCCNC(=O)Nc1cc(/C=C/C(=O)NO)ccc1SCCN(CC)CC,172.0,active
CHEMBL2440710,CCCNC(=O)Nc1cc(/C=C/C(=O)NO)ccc1SCCN(CC)CC,198.0,active
CHEMBL3099245,O=C(CCCCCCCOc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1)NO,610.0,active
CHEMBL3099244,O=C(CCCCCCCOc1ccc(-c2nc(N3CCOCC3)c3sccc3n2)cc1)NO,490.0,active
CHEMBL3099243,O=C(CCCCCCOc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1)NO,380.0,active
CHEMBL3104855,Cc1c(O)c(O)c(O)c(C=O)c1-c1cc2c(C=O)c(C)c(O)c(O)c2o1,14200.0,inactive
CHEMBL3104851,Cc1c(O)c(O)c2c(c1C=O)[C@@H]1O[C@H](O2)c2c(C)c(O)c(O)c(O)c2C1=O,9800.0,intermediate
CHEMBL3217999,C#Cc1cccc(Nc2ncnc3ccc(NC(=O)c4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1,32000.0,inactive
CHEMBL3217998,C#Cc1cccc(Nc2ncnc3ccc(NC(=O)c4ccc(C(=O)Nc5ccccc5N)nc4)cc23)c1,32000.0,inactive
CHEMBL3217997,C#Cc1cccc(Nc2ncnc3ccc(NC(=O)c4ccc(C(=O)Nc5ccccc5N)s4)cc23)c1,32000.0,inactive
CHEMBL3217996,C#Cc1cccc(Nc2ncnc3cc(NC(=O)c4ccc(C(=O)Nc5ccccc5N)cc4)ccc23)c1,200.0,active
CHEMBL3217995,C#Cc1cccc(Nc2ncnc3cc(NC(=O)c4ccc(C(=O)Nc5ccccc5N)nc4)ccc23)c1,510.0,active
CHEMBL3217994,C#Cc1cccc(Nc2ncnc3cc(NC(=O)c4ccc(C(=O)Nc5ccccc5N)s4)ccc23)c1,380.0,active
