molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL114184,O=C(CCCCCCOc1ccc(-c2ccccc2)cc1)NO,20.0,active
CHEMBL113367,O=C(O)CNC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,50000.0,inactive
CHEMBL265564,CN(C)CCNC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,50000.0,inactive
CHEMBL113566,CN(C)C(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,5000.0,intermediate
CHEMBL321253,CCNC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,4900.0,intermediate
CHEMBL113495,NC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,50000.0,inactive
CHEMBL432243,COC(=O)C(=O)CCCCCCCOc1ccc(-c2ccccc2)cc1,109.0,active
CHEMBL321689,COC(=O)C(=O)CCCCCOc1ccc(-c2ccccc2)cc1,82.0,active
CHEMBL432618,COC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,62.0,active
CHEMBL115049,O=C(O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,3700.0,intermediate
CHEMBL112446,CNC(=O)C(=O)CCCCCCC(=O)Nc1cccc(-c2ccccc2)c1,3.7,active
CHEMBL113033,CNC(=O)C(=O)CCCCCCC(=O)Nc1nc(-c2ccc(CCN(C)C)cc2)cs1,3.1,active
CHEMBL271800,CNC(=O)C(=O)CCCCCCC(=O)Nc1nc(-c2cccnc2)cs1,4.3,active
CHEMBL324429,CNC(=O)C(=O)CCCCCCC(=O)Nc1nc(-c2ccc(OC)cc2)cs1,9.1,active
CHEMBL269817,C1=C\CCCCCC[n+]2cccc(c2)CCCCCCCCCCCC[n+]2cccc(c2)CCCCCC/1,27000.0,inactive
CHEMBL255714,CC(C)[C@H]1NC(=O)[C@@H](C)[C@@H](C/C=C\CCC(N)=O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC1=O,45.0,active
CHEMBL257973,C[C@@H]1C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H]1C/C=C\CCC(N)=O,1300.0,intermediate
CHEMBL109,CCCC(CCC)C(=O)O,995000.0,inactive
CHEMBL257239,CCCC(CCC)C(=O)NCCSS(C)(=O)=O,17500.0,inactive
CHEMBL271256,Br.CS(=O)(=O)SCCN,198000.0,inactive
CHEMBL271677,CCCC(CCC)C(=O)OCCSS(C)(=O)=O,9600.0,intermediate
CHEMBL271923,CS(=O)(=O)SCCO,102000.0,inactive
CHEMBL272134,CCCC(CCC)C(=O)Oc1ccc(-c2cc(=S)ss2)cc1,56400.0,inactive
CHEMBL402341,Oc1ccc(-c2cc(=S)ss2)cc1,450.0,active
CHEMBL255609,CC(=O)c1ccc(-c2cc(=S)ss2)cc1,10000.0,inactive
CHEMBL263393,CC(C)(C)c1ccc(CNCCCCNCCCNC(=O)CCCCCCC(=O)NCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1,4900.0,intermediate
CHEMBL264422,Nc1ccccc1NC(=O)c1ccc(CNC(=O)CCCCCCC(=O)NCCCNCCCCNCCC(c2ccccc2)c2ccccc2)cc1,3800.0,intermediate
CHEMBL254361,Nc1ccccc1NC(=O)c1ccccn1,51286.14,inactive
CHEMBL401875,Nc1ccccc1NC(=O)c1ccc(N2CCN(Cc3ccccc3)CC2)cc1,36307.81,inactive
CHEMBL254165,Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccccc3)CC2)cc1,26915.35,inactive
CHEMBL254360,CN1CCC(c2ccc(C(=O)Nc3ccccc3N)cc2)CC1,5888.44,intermediate
CHEMBL254359,Nc1ccccc1NC(=O)c1ccc(N2CCOCC2)cc1,16595.87,inactive
CHEMBL256711,Nc1ccccc1NC(=O)c1ccc(-c2nccs2)cc1,9549.93,intermediate
CHEMBL260653,NCCCn1cc(CNc2ccc(C(=O)NCCCCCCC(=O)NO)cc2)nn1,58.0,active
CHEMBL86537,O=C1CCc2c(ccc3ccccc23)O1,75000.0,inactive
CHEMBL477943,O=C(CCCCn1cc(-c2ccccc2)nn1)NO,110.0,active
CHEMBL478163,O=C(CCCCCn1cc(-c2ccc3cccnc3c2)nn1)NO,151.5,active
CHEMBL518585,O=C(CCCCCn1cc(-c2ccc3ccccc3n2)nn1)NO,2.1,active
CHEMBL477501,COc1ccc2cc(-c3cn(CCCCCCC(=O)NO)nn3)ccc2c1,15.3,active
CHEMBL478727,COc1ccc2cc(-c3cn(CCCCCC(=O)NO)nn3)ccc2c1,1.8,active
CHEMBL477283,O=C(CCCCCCn1cc(-c2ccc(-c3ccncc3)cc2)nn1)NO,16.6,active
CHEMBL477268,O=C(CCCCCn1cc(-c2ccc(-c3ccncc3)cc2)nn1)NO,2.3,active
CHEMBL477102,O=C(CCCCCn1cc(-c2ccccc2-c2ccccc2)nn1)NO,162.6,active
CHEMBL477101,O=C(CCCCCCn1cc(-c2cccc(-c3ccccc3)c2)nn1)NO,5.4,active
CHEMBL477093,O=C(CCCCCn1cc(-c2cccc(-c3ccccc3)c2)nn1)NO,1.9,active
CHEMBL479183,O=C(CCCCCn1cc(-c2ccc(-c3ccccc3)cc2)nn1)NO,52.4,active
CHEMBL499754,O=C(CCCCCn1cc(-c2cccs2)nn1)NO,31.7,active
CHEMBL476904,COc1cccc(OC)c1-c1cn(CCCCCC(=O)NO)nn1,315.9,active
CHEMBL476903,COc1ccccc1-c1cn(CCCCCC(=O)NO)nn1,76.0,active
CHEMBL518268,COc1cccc(-c2cn(CCCCCC(=O)NO)nn2)c1,13.9,active
CHEMBL476902,COc1ccc(-c2cn(CCCCCC(=O)NO)nn2)cc1,2.09,active
CHEMBL478310,Cc1ccccc1-c1cn(CCCCCC(=O)NO)nn1,17.4,active
CHEMBL516732,Cc1cccc(-c2cn(CCCCCC(=O)NO)nn2)c1,31.9,active
CHEMBL507682,Cc1ccc(-c2cn(CCCCCC(=O)NO)nn2)cc1,43.4,active
CHEMBL478309,O=C(CCCCCCn1cc(-c2ccccn2)nn1)NO,23.9,active
CHEMBL478308,O=C(CCCCCn1cc(-c2ccccn2)nn1)NO,67.6,active
CHEMBL478307,O=C(CCCCCn1cc(-c2ccncc2)nn1)NO,112.5,active
CHEMBL478117,O=C(CCCCCn1cc(-c2cccnc2)nn1)NO,287.2,active
CHEMBL478116,CN(C)c1ccc(-c2cn(CCCCCCC(=O)NO)nn2)cc1,106.1,active
CHEMBL478115,CN(C)c1ccc(-c2cn(CCCCCC(=O)NO)nn2)cc1,4.3,active
CHEMBL478109,O=C(CCCCCCn1cc(-c2ccccc2)nn1)NO,9.6,active
CHEMBL478108,O=C(CCCCCn1cc(-c2ccccc2)nn1)NO,14.2,active
CHEMBL493749,Cn1nc([C@H](CCCCNS(N)(=O)=O)NC(=O)OCc2ccccc2)nc1-c1ccccc1,50000.0,inactive
CHEMBL494139,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1n[nH]c(-c2ccccc2)n1,6400.0,intermediate
CHEMBL494138,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1c[nH]c(-c2ccccc2)n1,2200.0,intermediate
CHEMBL524193,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1nc2cc(-c3cccs3)ccc2[nH]1,620.0,active
CHEMBL494331,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1nc2ccccc2[nH]1,9500.0,intermediate
CHEMBL492317,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1nc(-c2ccc(F)cc2)no1,50000.0,inactive
CHEMBL494527,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1nnc(-c2ccccc2)o1,9900.0,intermediate
CHEMBL494526,CN(C)CCOc1ccc(-c2nc([C@H](CCCCNS(N)(=O)=O)NC(=O)OCc3ccccc3)cs2)cc1,180.0,active
CHEMBL492312,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1csc(-c2ccccc2)n1,5800.0,intermediate
CHEMBL492311,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c1nc(-c2ccccc2)cs1,12000.0,inactive
CHEMBL494124,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCNS(N)(=O)=O)C(=O)Nc3nc(-c4ccccc4)cs3)c2c1,590.0,active
CHEMBL475618,NS(=O)(=O)NCCCC[C@H](NS(=O)(=O)Cc1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,38000.0,inactive
CHEMBL515764,NS(=O)(=O)NCCCC[C@H](NC(=O)NCc1ccc(F)cc1)C(=O)Nc1nc(-c2ccccc2)cs1,29000.0,inactive
CHEMBL474446,NS(=O)(=O)NCCCC[C@H](NC(=O)Nc1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,50000.0,inactive
CHEMBL514485,NS(=O)(=O)NCCCC[C@H](NC(=O)Cc1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,6100.0,intermediate
CHEMBL515411,CCOC(=O)N[C@@H](CCCCNS(N)(=O)=O)C(=O)Nc1nc(-c2ccccc2)cs1,17000.0,inactive
CHEMBL515452,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1cccnc1)C(=O)Nc1nc(-c2ccccc2)cs1,18000.0,inactive
CHEMBL475203,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)Nc1nc(-c2ccccc2)cs1,3600.0,intermediate
CHEMBL516218,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccc(Cl)cc1)C(=O)Nc1nc(-c2ccccc2)cs1,6800.0,intermediate
CHEMBL475392,N[C@@H](CCCCNS(N)(=O)=O)C(=O)Nc1nc(-c2ccccc2)cs1,50000.0,inactive
CHEMBL516399,CC(C)c1ccc(-c2csc(NC(=O)[C@H](CCCCNS(N)(=O)=O)NC(=O)OCc3ccccc3)n2)cc1,3200.0,intermediate
CHEMBL475391,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nc(-c2ccc(Cl)cc2)cs1,4900.0,intermediate
CHEMBL474051,COc1cccc(-c2csc(NC(=O)[C@H](CCCCNS(N)(=O)=O)NC(=O)OCc3ccccc3)n2)c1,3200.0,intermediate
CHEMBL514478,COc1ccc(-c2csc(NC(=O)[C@H](CCCCNS(N)(=O)=O)NC(=O)OCc3ccccc3)n2)cc1,530.0,active
CHEMBL475043,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,7200.0,intermediate
CHEMBL475042,CCOC(=O)c1csc(NC(=O)[C@H](CCCCNS(N)(=O)=O)NC(=O)OCc2ccccc2)n1,50000.0,inactive
CHEMBL475862,CC(C)(C)c1csc(NC(=O)[C@H](CCCCNS(N)(=O)=O)NC(=O)OCc2ccccc2)n1,9100.0,intermediate
CHEMBL475861,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nc2ccccc2s1,19000.0,inactive
CHEMBL474001,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nccs1,50000.0,inactive
CHEMBL473836,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,2300.0,intermediate
CHEMBL490255,O=C(CCCCCCNC(=O)c1ccc2ccccc2c1)NO,20.0,active
CHEMBL490254,O=C(CCCCCCCNC(=O)c1ccc2ccccc2c1)NO,28.0,active
CHEMBL454719,O=C(CCCCCNC(=O)c1ccc2ccccc2c1)NO,21.0,active
CHEMBL143849,O=C(CCCCCNC(=O)c1ccccc1)NO,238.0,active
CHEMBL448955,O=C(/C=C/C=C/c1ccccc1)NCCCCCC(=O)NO,29.0,active
CHEMBL453755,O=C(/C=C/c1ccccc1)NCCCCCC(=O)NO,32.0,active
CHEMBL490018,CC(/C=C/c1ccccc1)=C\C(=O)NCCCCCC(=O)NO,23.0,active
CHEMBL490259,CC(/C=C/C(=O)NCCCC(=O)NO)=C\c1ccccc1,22850.0,inactive
CHEMBL521766,O=C(/C=C/c1ccncc1)NCCCCCC(=O)NO.O=C(O)C(=O)O,101.0,active
CHEMBL451583,O=C(/C=C/c1ccccn1)NCCCCCC(=O)NO.O=C(O)C(=O)O,46.0,active
CHEMBL490260,O=C(/C=C/c1cccnc1)NCCCCCC(=O)NO.O=C(O)C(=O)O,141.0,active
CHEMBL490261,O=C(/C=C/c1ccc2ccccc2c1)NCCCCCC(=O)NO,7.0,active
CHEMBL484073,O=C(/C=C/c1ccc2cccnc2c1)NCCCCCC(=O)NO,9.0,active
CHEMBL483260,O=C(/C=C/c1cccc2cccnc12)NCCCCCC(=O)NO,25.0,active
CHEMBL501518,O=C(/C=C/c1ccc2ncccc2c1)NCCCCCC(=O)NO,36.0,active
CHEMBL485513,O=C(C=C(c1ccccc1)c1ccccc1)NCCCCCC(=O)NO,201.0,active
CHEMBL519210,O=C(C=C1c2ccccc2CCc2ccccc21)NCCCCCC(=O)NO,338.0,active
CHEMBL485514,O=C(C=C1c2ccccc2-c2ccccc21)NCCCCCC(=O)NO,5.0,active
CHEMBL484487,O=C(CCCCCNC(=O)CC/C=C/c1ccccc1)NO,625.0,active
CHEMBL504898,O=C(CCCCCNC(=O)CC#Cc1ccccc1)NO,62.0,active
CHEMBL484489,O=C(/C=C/c1ccc(Cl)cc1F)NCCCCCC(=O)NO,8.0,active
CHEMBL461763,O=C(/C=C/c1ccc(/C=C/C(=O)c2ccc3ccccc3c2)o1)NO,630.0,active
CHEMBL181459,O=C(CCCCCCC(=O)Nc1ccccc1C(=O)NO)Nc1ccccc1,42.0,active
CHEMBL472347,COc1cc(/C=C/c2ccc(C(=O)NO)o2)ccc1OCc1ccccc1,1890.0,intermediate
CHEMBL443241,COCCSC(=S)SCC(=O)c1ccc(OC)cc1,293.0,active
CHEMBL493872,COc1ccc(C(=O)CSC(=S)SCCNC(C)=O)cc1,467.0,active
CHEMBL493871,COc1ccc(C(=O)CSC(=S)SCCOc2ccccc2)cc1,128.0,active
CHEMBL471044,CCNC(=O)SCC(=O)c1ccc(OC)cc1,115.0,active
CHEMBL470470,CCOC(=O)SCC(=O)c1ccc(OC)cc1,2810.0,intermediate
CHEMBL487615,CCNC(=S)SCC(=O)c1ccc(OC)cc1,195.0,active
CHEMBL493249,CCOC(=S)SCC(=O)c1ccc(OC)cc1,811.0,active
CHEMBL445518,CCCC(=S)SCC(=O)c1ccc(OC)cc1,123.0,active
CHEMBL481878,CCSC(=S)SCC(=O)c1ccc(-c2ccc(N)cn2)s1,83.0,active
CHEMBL481703,CCSC(=S)SCC(=O)c1ccc(-c2ccc(CNc3cnc4ccccc4c3)cn2)s1,8.0,active
CHEMBL479602,CCSC(=S)SCC(=O)c1ccc(CC(=O)NCCOc2ccccc2)s1,18.0,active
CHEMBL479601,CCSC(=S)SCC(=O)c1ccc(CC(=O)Nc2ccc(OC)cc2)s1,10.0,active
CHEMBL516915,CCSC(=S)SCC(=O)c1ccc(CC(=O)NCc2ccc(OC)cc2)s1,26.0,active
CHEMBL479971,CCSC(=S)SCC(=O)c1ccc(CC(=O)NCc2ccccc2)s1,38.0,active
CHEMBL479970,CCSC(=S)SCC(=O)c1ccc(C(=O)Nc2ccccc2)s1,63.0,active
CHEMBL479786,CCSC(=S)SCC(=O)c1ccc(C(=O)NCc2cc(C)cc(C)c2)s1,15.0,active
CHEMBL510856,CCCSC(=S)SCC(=O)c1ccc(C(=O)N[C@H](C)c2ccccc2)s1,44.0,active
CHEMBL517997,CCSC(=S)SCC(=O)c1ccc(C(=O)N[C@@H](C)c2ccccc2)s1,49.0,active
CHEMBL482137,CCSC(=S)SCC(=O)c1ccc(C(=O)NCc2ccccc2)s1,19.0,active
CHEMBL482136,CCSC(=S)SCC(=O)c1cccc(S(=O)(=O)Nc2ccc3c(c2)OCO3)c1,14.0,active
CHEMBL481319,CCSC(=S)SCC(=O)c1cccc(S(=O)(=O)Nc2cccc(C(N)=O)c2)c1,97.0,active
CHEMBL481311,CCSC(=S)SCC(=O)c1cccc(S(=O)(=O)N(C)c2ccc(OC)cc2)c1,110.0,active
CHEMBL481148,CCSC(=S)SCC(=O)c1cccc(S(=O)(=O)Nc2ccc(OC)cc2)c1,15.0,active
CHEMBL518961,CCSC(=S)SCC(=O)c1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1,16.0,active
CHEMBL481955,CCSC(=S)SCC(=O)c1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1,48.0,active
CHEMBL450723,CCSC(=S)SCC(=O)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,25.0,active
CHEMBL517384,CCSC(=S)SCC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,8.0,active
CHEMBL480005,CCSC(=S)SCC(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1,79.0,active
CHEMBL481131,CCSC(=S)SCC(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,40.0,active
CHEMBL480973,CCSC(=S)SCC(=O)c1ccc(C(=O)NCCOc2ccccc2)cc1,32.0,active
CHEMBL482272,CCSC(=S)SCC(=O)c1cccc(C(=O)NCCOc2ccccc2)c1,27.0,active
CHEMBL482271,CCSC(=S)SCC(=O)c1ccc(CNC(=O)c2ccccc2)cc1,46.0,active
CHEMBL482270,CCSC(=S)SCC(=O)c1ccc(C(=O)NCc2ccccc2)cc1,90.0,active
CHEMBL451289,CCSC(=S)SCC(=O)c1cccc(C(=O)NCc2ccccc2)c1,49.0,active
CHEMBL482096,CCSC(=S)SCC(=O)c1cccc(NC(=O)c2cnc3ccccc3c2)c1,36.0,active
CHEMBL482095,CCSC(=S)SCC(=O)c1ccc(NC(=O)c2cccnc2)cc1,174.0,active
CHEMBL519134,CCSC(=S)SCC(=O)c1cccc(NC(=O)c2cccnc2)c1,184.0,active
CHEMBL482094,CCSC(=S)SCC(=O)c1ccc(Nc2ncnc3ccccc23)cc1,379.0,active
CHEMBL520781,CCSC(=S)SCC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,42.0,active
CHEMBL482281,CCSC(=S)SCC(=O)c1cccc(NS(=O)(=O)c2ccccc2)c1,127.0,active
CHEMBL482280,CCSC(=S)SCC(=O)c1ccc(NC(=O)c2ccccc2)cc1,74.0,active
CHEMBL479611,CCSC(=S)SCC(=O)c1cccc(NC(=O)c2ccccc2)c1,120.0,active
CHEMBL517076,CCSC(=S)SCC(=O)c1ccc(C(=O)Nc2ccccc2)cc1,74.0,active
CHEMBL481922,CCSC(=S)SCC(=O)c1cccc(C(=O)Nc2ccccc2)c1,124.0,active
CHEMBL490067,CCSC(=S)SCC(=O)c1ccc(CCNC(C)=O)cc1,587.0,active
CHEMBL482287,CCSC(=S)SCC(=O)c1ccc(CN(C)C(C)=O)cc1,384.0,active
CHEMBL480884,CCSC(=S)SCC(=O)c1ccc(CNC(C)=O)cc1,719.0,active
CHEMBL439842,CCSC(=S)SCC(=O)c1cccc(CNC(C)=O)c1,6590.0,intermediate
CHEMBL481297,CCNC(=S)SCC(=O)c1ccc(NC(C)=O)cc1,94.0,active
CHEMBL481136,CCOC(=S)SCC(=O)c1ccc(NC(C)=O)cc1,386.0,active
CHEMBL482765,CCCC(=S)SCC(=O)c1ccc(NC(C)=O)cc1,87.0,active
CHEMBL482075,CCSC(=S)SCC(=O)c1ccc(NC(=O)c2cnc3ccccc3c2)cc1,66.0,active
CHEMBL450480,CC(C)(C)OC(=O)NC(CCCCCB(O)O)C(=O)Nc1ccccc1,100000.0,inactive
CHEMBL522592,CC(C)(C)OC(=O)NC(CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1,12000.0,inactive
CHEMBL489528,CC(C)(C)OC(=O)NC(CCCCCB(O)O)C(=O)Nc1cnc2ccccc2c1,16000.0,inactive
CHEMBL490546,CC(C)(C)OC(=O)NC(CCCCCB(O)O)C(=O)Nc1nc2ccccc2s1,23000.0,inactive
CHEMBL491724,CC(C)(C)OC(=O)NC(CCCCCB(O)O)C(=O)Nc1cccc(Oc2ccccc2)c1,100000.0,inactive
CHEMBL491569,CC(C)(C)OC(=O)NC(CCCCCB(O)O)C(=O)Nc1ccc(Oc2ccccc2)cc1,100000.0,inactive
CHEMBL474073,O=C(CCCCCCB(O)O)Nc1ccccc1,100000.0,inactive
CHEMBL491732,O=C(CCCCCCB(O)O)Nc1cccc(-c2ccccc2)c1,100000.0,inactive
CHEMBL491733,O=C(CCCCCCB(O)O)Nc1cnc2ccccc2c1,100000.0,inactive
CHEMBL490732,O=C(CCCCCCB(O)O)Nc1nc2ccccc2s1,100000.0,inactive
CHEMBL523798,O=C(CCCCCCB(O)O)Nc1cccc(Oc2ccccc2)c1,100000.0,inactive
CHEMBL490737,O=C(CCCCCCB(O)O)Nc1ccc(Oc2ccccc2)cc1,100000.0,inactive
CHEMBL523967,O=C(NC(CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)OCc1ccccc1,4200.0,intermediate
CHEMBL489730,O=C(NC(CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1ccccc1,2000.0,intermediate
CHEMBL489731,CN(C)c1ccc(C(=O)NC(CCCCCB(O)O)C(=O)Nc2cccc(-c3ccccc3)c2)cc1,13000.0,inactive
CHEMBL490940,O=C(NC(CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cccnc1,2000.0,intermediate
CHEMBL491110,O=C(NC(CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cncs1,1400.0,intermediate
CHEMBL492119,O=C(NC(CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cscn1,4700.0,intermediate
CHEMBL492120,O=C(NC(CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cc2ccccc2[nH]1,11000.0,inactive
CHEMBL523472,O=C(NC(CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1ccc2ccccc2n1,100000.0,inactive
CHEMBL491122,O=C(Nc1ccccc1)C(CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1,30000.0,inactive
CHEMBL491123,O=C(Nc1cccnc1)C(CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1,51000.0,inactive
CHEMBL492140,O=C(N[C@H](CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1ccccc1,17000.0,inactive
CHEMBL491926,O=C(N[C@H](CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cccnc1,15000.0,inactive
CHEMBL492174,O=C(N[C@H](CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cncs1,24000.0,inactive
CHEMBL491130,O=C(N[C@@H](CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1ccccc1,1600.0,intermediate
CHEMBL449493,O=C(N[C@@H](CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cccnc1,1400.0,intermediate
CHEMBL492097,O=C(N[C@@H](CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cncs1,920.0,active
CHEMBL519853,O=C(CCCCCC(=O)N(Cc1ccccc1)C(Cc1ccccc1)C(=O)NC1CCCCC1)NO,1200.0,intermediate
CHEMBL503268,O=C(CCCCCCC(=O)N(Cc1ccccc1)C(Cc1ccc(-c2ccccc2)cc1)C(=O)NCCc1ccccc1)NO,4400.0,intermediate
CHEMBL396097,O=C(NO)C(c1ccccc1)c1ccccc1,50000.0,inactive
CHEMBL585365,CC(C(=O)NO)(c1ccccc1)c1ccccc1,50000.0,inactive
CHEMBL583490,O=C(NO)C1c2ccccc2Oc2ccccc21,50000.0,inactive
CHEMBL573190,O=C(NO)C(c1ccc(F)cc1)c1ccc(F)cc1,50000.0,inactive
CHEMBL574378,CS(=O)(=O)Nc1ccc(C(C(=O)NO)c2ccc(NS(C)(=O)=O)cc2)cc1,50000.0,inactive
CHEMBL583967,O=C(NO)C(c1ccc2c(c1)CCO2)c1ccc2c(c1)CCO2,50000.0,inactive
CHEMBL568777,CN1CCN(c2ccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)cc3)cc2)CC1,1990.0,intermediate
CHEMBL576274,O=C(/C=C/c1ccc(/C=C/C(=O)c2ccccc2)cc1)NO,1480.0,intermediate
CHEMBL583028,CN1CCN(Cc2ccccc2C(=O)/C=C/c2ccc(/C=C/C(=O)NO)cc2)CC1,350.0,active
CHEMBL571547,O=C(/C=C/c1cc(/C=C/C(=O)c2ccccc2)ccn1)NO,323.0,active
CHEMBL569984,CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)cc3)c2)CC1,280.0,active
CHEMBL570213,CN1CCN(Cc2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)cc3)c2)CC1,226.0,active
CHEMBL569716,CN1CCN(c2ccccc2C(=O)/C=C/c2ccc(/C=C/C(=O)NO)cc2)CC1,186.0,active
CHEMBL569753,CN1CCN(Cc2ccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)cc3)cc2)CC1,183.0,active
CHEMBL569749,CN1CCN(c2ccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)cc2)CC1,175.0,active
CHEMBL578606,CN1CCN(c2ccccc2C(=O)/C=C/c2ccc(/C=C/C(=O)NO)nc2)CC1,141.0,active
CHEMBL570215,CN1CCN(c2ccccc2C(=O)/C=C/c2cccc(/C=C/C(=O)NO)c2)CC1,87.0,active
CHEMBL569326,O=C(/C=C/c1cccc(/C=C/C(=O)c2ccccc2)c1)NO,85.0,active
CHEMBL577946,CN1CCN(Cc2ccccc2C(=O)/C=C/c2cccc(/C=C/C(=O)NO)c2)CC1,74.0,active
CHEMBL569730,CN1CCN(Cc2cccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)n3)c2)CC1,56.0,active
CHEMBL584733,CN1CCN(Cc2ccccc2C(=O)/C=C/c2cccc(/C=C/C(=O)NO)n2)CC1,53.0,active
CHEMBL569748,CN1CCN(Cc2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1,53.0,active
CHEMBL568872,CN1CCN(Cc2ccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)n3)cc2)CC1,41.0,active
CHEMBL577513,CN1CCN(c2ccccc2C(=O)/C=C/c2cccc(/C=C/C(=O)NO)n2)CC1,33.0,active
CHEMBL571104,CN1CCN(c2cccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)n3)c2)CC1,32.0,active
CHEMBL571103,CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1,30.0,active
CHEMBL583545,CN1CCN(c2ccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)c3)cc2)CC1,27.0,active
CHEMBL570214,CN1CCN(Cc2ccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)cc2)CC1,27.0,active
CHEMBL569959,CN1CCN(Cc2cccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)c3)c2)CC1,24.0,active
CHEMBL578393,O=C(/C=C/c1ccc(/C=C/C(=O)c2ccccc2)cn1)NO,22.0,active
CHEMBL571993,CN1CCN(c2cccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)c3)c2)CC1,20.0,active
CHEMBL569715,O=C(/C=C/c1cccc(/C=C/C(=O)c2ccccc2)n1)NO,20.0,active
